year,country,GDP growth (annual %),GDP per capita (constant 2015 US$),Gross fixed capital formation (% of GDP),Gross domestic savings (% of GDP),"Inflation, GDP deflator (annual %)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Population growth (annual %),"Industry (including construction), value added (% of GDP)","Agriculture, forestry, and fishing, value added (% of GDP)","Services, value added (% of GDP)","School enrollment, secondary (% gross)","Literacy rate, adult total (% of people ages 15 and above)","Access to electricity, rural (% of rural population)"
1960,EGY,,754.665127408056,11.5237575095576,13.4762424904424,,19.8661933369743,21.8255051884216,,,21.5592572364828,27.6488257782632,41.193336974331,,,
1960,EMU,,9942.62412174668,,,,,,,,,,,,,
1960,ERI,,,,,,,,,,,,,,,
1960,ESP,,6284.85198465887,,,,,,,,,,,,,
1960,EST,,,,,,,,,,,,,,,
1960,ETH,,,,,,,,,,,,,,,
1960,EUU,,8589.16575534945,,,,,,,,,,,,,
1960,FCS,,1146.25059107482,,,,,,,,,,,,,
1960,FIN,,11153.7787774575,,,,,,,,,,,,,
1960,FJI,,2135.00107809467,,,,,,,,,,,,,
1960,FRA,,10733.3038951565,22.6964391213681,28.6216788774172,,15.3547999261381,12.5821262908065,,,29.8509945148059,9.86965750039441,47.7625576336501,,,
1960,FRO,,,,,,,,,,,,,,,
1960,FSM,,,,,,,,,,,,,,,
1960,GAB,,3311.29693814036,,,,34.1709866594221,32.6272095196205,,,33.91758096792,32.1865389648732,33.8958800672068,,,
1960,GBR,,15136.0245977707,,,,,,,,,,,,,
1960,GEO,,1438.21569444633,,,,,,,,,,,,,
1960,GHA,,1100.07734257629,,17.1461449942463,,28.1933256616801,35.4430379746835,,,,40.8515535097814,,,,
1960,GIB,,,,,,,,,,,,,,,
1960,GIN,,,,,,,,,,,,,,,
1960,GMB,,,,,,,,,,,,,,,
1960,GNB,,,,,,,,,,,,,,,
1960,GNQ,,,,,,,,,,,,,,,
1960,GRC,,4985.76046412208,23.607073965236,11.7438875987735,,9.86566267941313,13.9746948449116,,,,,,,,
1960,GRD,,,,,,,,,,,,,,,
1960,GRL,,,,,,,,,,,,,,,
1960,GTM,,1884.56056282974,9.7834428692452,8.40359413602856,,12.6389433345097,14.5362221671351,,,,,,,,
1960,GUM,,,,,,,,,,,,,,,
1960,GUY,,2733.67017377019,27.2789581905415,20.0479780671693,,48.7320082248115,56.9568197395476,,,27.8615490061686,23.5777930089102,38.4852638793694,,,
1960,HKG,,,,21.5032733395106,,,,,,,,,,,
1960,HND,,1206.66787324876,12.5428273499181,12.2597944287204,,21.3913302547296,23.0299419037688,,,17.0713540890809,33.8149858483539,39.5054372113809,,,
1960,HPC,,735.821480593709,,,,,,,,,,,,,
1960,HRV,,,,,,,,,,,,,,,
1960,HTI,,1735.02657122509,,,,,,,,,,,,,
1960,HUN,,2075.77985761695,,,,,,,,,,,,,
1960,IBD,,982.108527882549,24.094921351351,24.4532384701067,,10.5281588465981,11.9186849733067,,,44.1049277249294,26.6578714136442,,,,
1960,IBT,,946.230901312042,22.6855312733912,24.8177090373301,,10.8223068021343,12.3357670787192,,,43.4485644092963,28.8282163316212,,,,
1960,IDA,,727.080088597081,,,,,,,,,,,,,
1960,IDB,,966.193322060022,,,,,,,,,,,,,
1960,IDN,,597.734506719811,7.86776012301384,8.63659661711942,,11.5325474115838,12.5576627370579,,,,,,,,
1960,IDX,,,,,,,,,,,,,,,
1960,IMN,,,,,,,,,,,,,,,
1960,IND,,312.777847830375,14.455906652784,6.04258518645095,,4.46315645554752,6.83367665684214,,,20.8343434545716,41.7413351234112,38.7824617546992,,,
1960,IRL,,8532.59719329719,,,,,,,,,,,,,
1960,IRN,,2345.11087212964,30.1169760665302,7.64104225514139,,13.8490784601286,17.3884632105111,,,25.7475752189406,25.9006015324091,43.5113011730159,,,
1960,IRQ,,997.925581506414,,,,,,,,,,,,,
1960,ISL,,13502.2659194414,,,,,,,,,,,,,
1960,ISR,,8756.37329946438,24.1449379083309,,,,,,,,,,,,
1960,ITA,,9731.19625389748,,,,,,,,,,,,,
1960,JAM,,,,23.7033323927432,,33.2421181182296,38.0508435371343,,,,,,,,
1960,JOR,,,,,,,,,,,,,,,
1960,JPN,,6388.87810064976,,,,,,,,,,,,,
1960,KAZ,,,,,,,,,,,,,,,
1960,KEN,,792.958020207348,,17.1429001625365,,31.095746519435,33.6701045439883,,,16.8899002147668,35.3474135345391,,,,
1960,KGZ,,,,,,,,,,,,,,,
1960,KHM,,,,,,,,,,,,,,,
1960,KIR,,,,,,,,,,,,,,,
1960,KNA,,,,,,,,,,,,,,,
1960,KOR,,1027.65478060417,11.2444977991196,0.640256102440976,,2.64105642256903,11.9647859143657,,,17.3269307723089,36.5746298519408,39.0556222488996,,,
1960,KWT,,,,,,,,,,,,,,,
1960,LAC,,3214.82929592555,,24.0662670564984,,9.67591105126139,12.8953997052993,,,,,,,,
1960,LAO,,,,,,,,,,,,,,,
1960,LBN,,,,,,,,,,,,,,,
1960,LBR,,2444.31469526757,,,,,,,,,,,,,
1960,LBY,,2818.01054981575,,,,,,,,,,,,,
1960,LCA,,,,,,,,,,,,,,,
1960,LCN,,3354.24370759856,,22.375616262137,,13.274013549845,15.2081748075122,,,,,,,,
1960,LDC,,,,,,,,,,,,,,,
1960,LIE,,,,,,,,,,,,,,,
1960,LKA,,,15.124075130383,9.38863507673968,,29.9532498882432,32.9126434212487,,,20.687159082104,32.1041969304128,47.2086439874832,,,
1960,LMY,,798.995133647758,22.2411821515227,25.5356161299854,,10.030631703701,12.2755275691609,,,41.8380195603925,31.1679980000436,,,,
1960,LSO,,262.740430477896,,-24.6963562753036,,11.7408906882591,38.4615384615385,,,,88.1846153846154,6.55222672064777,,,
1960,LTE,,886.604073270912,30.8344241415455,25.962671626344,,,,,,62.6662234229586,24.9550569113331,,,,
1960,LTU,,,,,,,,,,,,,,,
1960,LUX,,27861.1688948029,,,,,,,,,,,,,
1960,LVA,,,,,,,,,,,,,,,
1960,MAC,,,,,,,,,,,,,,,
1960,MAF,,,,,,,,,,,,,,,
1960,MAR,,,9.81164111223501,11.1323257969938,,23.5716346603976,22.6986102203577,,,,,,,,
1960,MCO,,,,,,,,,,,,,,,
1960,MDA,,,,,,,,,,,,,,,
1960,MDG,,812.250361890455,,0.368998629768735,,10.030184184754,16.6245248943164,,,,,,,,
1960,MDV,,,,,,,,,,,,,,,
1960,MEA,,2172.66983393539,,,,,,,,,,,,,
1960,MEX,,4145.79302184391,16.7677300613497,17.1380981595092,,8.50552147239264,11.6636809815951,,,,,,,,
1960,MHL,,,,,,,,,,,,,,,
1960,MIC,,816.814374034853,22.8993699283101,24.5479729770975,,10.0913621597838,12.3200250571001,,,43.2363906127367,30.8934132763722,,,,
1960,MKD,,,,,,,,,,,,,,,
1960,MLI,,,,,,,,,,,,,,,
1960,MLT,,,,,,,,,,,,,,,
1960,MMR,,129.772040231109,,,,,,,,,,,,,
1960,MNA,,1400.51229158544,,9.57476130434753,,,,,,,,,,,
1960,MNE,,,,,,,,,,,,,,,
1960,MNG,,,,,,,,,,,,,,,
1960,MNP,,,,,,,,,,,,,,,
1960,MOZ,,,,,,,,,,,,,,,
1960,MRT,,,,,,,,,,,,,,,
1960,MUS,,1413.72825238092,,,,,,,,,,,,,
1960,MWI,,260.372803775292,,,,,,,,,,,,,
1960,MYS,,1266.31525712689,11.1148994203887,25.6563245823389,,53.0685305148312,39.2601431980907,,,24.7115632458234,43.7159324923287,,,,
1960,NAC,,18675.0753020959,,,,,,,,,,,,,
1960,NAM,,,,,,,,,,,,,,,
1960,NCL,,,,,,,,,,,,,,,
1960,NER,,742.408910760981,,6.38964989164107,,7.10041073177265,7.40534300409651,,,3.88588809226447,75.3240700268051,20.7900418809305,,,
1960,NGA,,1454.98091927783,,,,9.24153046405216,16.9249824014777,,,,,,,,
1960,NIC,,1672.28062465578,,,,23.6529705284977,26.16901552623,,,,,,,,
1960,NLD,,14369.9782010204,,,,,,,,,,,,,
1960,NOR,,19209.4149875442,,,,,,,,,,,,,
1960,NPL,,327.155239909957,,,,,,,,,,98.6057293727273,,,
1960,NRU,,,,,,,,,,,,,,,
1960,NZL,,17776.551068472,,,,,,,,,,,,,
1960,OED,,11054.6149598383,,,,,,,,,,,,,
1960,OMN,,2354.84837826578,,,,,,,,,,,,,
1960,OSS,,,,,,,,,,,,,,,
1960,PAK,,413.961862462742,10.5298532541727,7.48851797916433,,7.17486277584855,13.2183264254509,,,14.5737649826369,43.1892012994287,36.4792203427803,,,
1960,PAN,,2809.09635546079,12.836446478069,19.9584992639819,,45.7882393854495,54.3799082225335,,,,,,,,
1960,PER,,2704.36949914585,28.1428565190113,39.9870730529197,,20.2107117701269,20.270595748945,,,28.2175206392332,19.0545182413966,44.3100963408752,,,
1960,PHL,,1123.78209985097,,,,,,,,34.6102115941058,23.7081886401864,41.6815997657078,,,
1960,PLW,,,,,,,,,,,,,,,
1960,PNG,,1312.56006039716,13.4110787172012,,,,,,,,,,,,
1960,POL,,,,,,,,,,,,,,,
1960,PRE,,950.857845633478,,,,,,,,,,,,,
1960,PRI,,6307.40729273886,20.9823275607305,,,,53.5197115668775,,,27.6257462024942,9.69324428157693,59.6075418168923,,,
1960,PRK,,,,,,,,,,,,,,,
1960,PRT,,4066.9628380453,,,,,,,,,,,,,
1960,PRY,,1508.16141282722,,,,,,,,,,,,,
1960,PSE,,,,,,,,,,,,,,,
1960,PSS,,,,,,,,,,,,,,,
1960,PST,,11459.8722658876,,,,,,,,,,,,,
1960,PYF,,,,,,,,,,,,,,,
1960,QAT,,,,,,,,,,,,,,,
1960,ROU,,,,,,,,,,,,,,,
1960,RUS,,,,,,,,,,,,,,,
1960,RWA,,335.44054845198,,8.40341679258821,,12.436972281619,10.0840315796911,,,,,,,,
1960,SAS,,334.810410744491,13.8667046020025,6.56992954530946,,5.92452913650687,8.49018765145218,,,18.9361318737149,43.4629875033526,39.2274925060536,,,
1960,SAU,,15761.6278904303,,,,,,,,,,,,,
1960,SDN,,851.732421875,,13.8959714431413,,14.5588985211627,13.0035696073432,,,12.5701172870984,51.4278429372769,,,,
1960,SEN,,1151.00213857223,,14.4646641072821,,11.5114773339517,12.580734944822,,,13.6213953408618,23.2867533108269,,,,
1960,SGP,,3611.95365142064,9.4975433392046,3.04533234448875,,162.825623435617,176.480949290813,,,16.3576527301381,3.70353202929452,74.5156206544915,,,
1960,SLB,,,,,,,,,,,,,,,
1960,SLE,,789.436953115777,,,,,,,,,,,,,
1960,SLV,,,,,,,,,,,,,,,
1960,SMR,,,,,,,,,,,,,,,
1960,SOM,,318.824845311643,,5.23665947622482,,12.7152564672022,17.1450567127357,,,6.96664046092708,64.4453355124116,,,,
1960,SRB,,,,,,,,,,,,,,,
1960,SSA,,1141.63912859388,,,,,,,,,,,,,
1960,SSD,,,,,,,,,,,,,,,
1960,SSF,,1141.98543284081,,,,,,,,,,,,,
1960,SST,,,,,,,,,,,,,,,
1960,STP,,,,,,,,,,,,,,,
1960,SUR,,3940.0813479359,,,,,,,,41.6959357752132,9.5333667837431,39.2373306573006,,,
1960,SVK,,,,,,,,,,,,,,,
1960,SVN,,,,,,,,,,,,,,,
1960,SWE,,16812.1516339638,28.4279417832959,29.120810395035,,21.0123315000815,21.2482150652172,,,,,,,,
1960,SWZ,,,,,,,,,,,31.5307584544341,,,,
1960,SXM,,,,,,,,,,,,,,,
1960,SYC,,3169.8719362006,,,,,,,,,,,,,
1960,SYR,,517.131104707469,,7.14306650290183,,21.3570047213854,27.7995883386008,,,,,,,,
1960,TCA,,,,,,,,,,,,,,,
1960,TCD,,556.410974884483,,19.0173130823416,,13.3896456825921,17.0375686252555,,,9.19507955244028,39.7209228587099,48.1369836963319,,,
1960,TEA,,327.135944273297,27.623092529101,33.9564733417279,,5.43478187573966,6.08091117332471,,,48.4124279573637,29.4005921670385,60.7725374007443,,,
1960,TEC,,,,,,,,,,,,,,,
1960,TGO,,449.342571123456,,,,,,,,,,,,,
1960,THA,,592.465635112506,12.9194766827712,23.6117771781089,,16.1446431981525,17.4152151604688,,,18.5164920445915,36.4443804267702,,,,
1960,TJK,,,,,,,,,,,,,,,
1960,TKM,,,,,,,,,,,,,,,
1960,TLA,,3349.92918580362,,23.0658321642503,,11.5209186536668,12.7955984563763,,,,,,,,
1960,TLS,,,,,,,,,,,,,,,
1960,TMN,,1390.14531857911,,9.96951827786865,,,,,,,,,,,
1960,TON,,,,,,,,,,,,,,,
1960,TSA,,334.810410744491,13.8667046020025,6.56992954530951,,5.92452913650688,8.49018765145217,,,18.9361318737149,43.4629875033526,39.2274925060536,,,
1960,TSS,,1141.98543284081,,,,,,,,,,,,,
1960,TTO,,4291.33151924754,,,,,,,,,,,,,
1960,TUN,,,,,,,,,,,,,,,
1960,TUR,,2433.64795766479,,35.2422907488987,,2.05580029368576,3.67107195301028,,,17.3274596182085,54.9192364170338,25.8443465491924,,,
1960,TUV,,,,,,,,,,,,,,,
1960,TZA,,834.492431640625,,,,,,,,,,,,,
1960,UGA,,,,16.2175690744641,,27.3294511212985,21.8163796307769,,,12.8160079296246,49.8748606120679,33.7048692850948,,,
1960,UKR,,,,,,,,,,,,,,,
1960,URY,,6634.19064094179,0.0,17.2413793103448,,13.7931034482759,18.6206896551724,,,,,,,,
1960,USA,,18991.5446025928,,,,,,,,,,,,,
1960,UZB,,,,,,,,,,,,,,,
1960,VCT,,1886.32867615812,,,,,,,,,,,,,
1960,VEN,,,23.9803669510342,23.8198745666316,,30.4335631646605,18.1484944100347,,,,,,,,
1960,VGB,,,,,,,,,,,,,,,
1960,VIR,,,,,,,,,,,,,,,
1960,VNM,,,,,,,,,,,,,,,
1960,VUT,,,,,,,,,,,,,,,
1960,WSM,,,,,,,,,,,,,,,
1960,XKX,,,,,,,,,,,,,,,
1960,YEM,,,,,,,,,,,,,,,
1960,ZAF,,3993.43679652042,17.4747959673548,31.5730516882701,,25.5880940950552,21.2674027844455,,,32.4691950712114,9.04144663146103,54.1686669867179,,,
1960,ZMB,,1187.70460116133,,,,,,,,62.1518733720697,11.4606291324384,,,,
1960,ZWE,,1136.47127085805,20.2712674303583,11.8257013549221,,,,,,,,,,,
1961,ABW,,,,,,,,,1.18734426572715,,,,,,
1961,AFE,0.46873634773543,1147.2682173762,,,1.93394654573322,,,,2.66224926978948,,,,,,
1961,AFG,,,,,,,,,1.9622391202036,,,,,,
1961,AFW,1.87305406216578,1107.76204214313,,,3.2784459977796,,,,2.12611833801637,,,,,,
1961,AGO,,,,,,,,,1.32779747379503,,,,,,
1961,ALB,,,,,,,,,3.12085537059054,,,,,,
1961,AND,,,,,,,,,7.81481696897547,,,,,,
1961,ARB,,,,,,,,,2.61176285958358,,,,,,
1961,ARE,,,,,,,,,4.94302750761822,,,,,,
1961,ARG,5.42784287621933,7670.59545571641,27.7658954095825,29.8993071699111,20.3106975290508,5.9949469947787,5.99494531619397,,1.65516691395024,,,,,,
1961,ARM,,,,,,,,,3.36490835768791,,,,,,
1961,ASM,,,,,,,,,2.61295779479513,,,,,,
1961,ATG,,,,,,,,,1.67111956299929,,,,,,
1961,AUS,2.48233047098947,19997.5450015954,30.2873399715505,30.7254623044097,3.22196795615888,12.3812233285917,14.9985775248933,,1.9897400460104,,,,,,
1961,AUT,5.53797931684524,12484.808698261,,,5.08715371682054,,,,0.548472356417754,,,,,,
1961,AZE,,,,,,,,,3.81016460369916,,,,,,
1961,BDI,-13.7461350539839,242.941546520881,6.89655199592323,5.17241104127728,20.0774363431424,12.9310349923561,14.6551729913369,,2.53116670769937,,,,,,
1961,BEL,4.9784230631921,12258.2997889952,,,1.31546869427677,,,,0.332205945818093,,,,,,
1961,BEN,3.14128045641213,665.431250386116,,5.72028516437085,1.04143567396571,4.58348954869937,9.53463213652839,,1.65223597640713,9.81330180282074,46.1937857251441,43.9929124720352,,,
1961,BFA,4.04392797754925,250.394091012667,,5.24765103409093,1.90060824059779,5.42888603877752,15.7899764009717,,1.44604411628792,19.8945260581446,38.3070083278146,38.4778565731393,,,
1961,BGD,6.05816082547616,442.754802776645,,6.81176621780804,6.25748157867088,10.7823534063335,11.6999989681888,,2.8187180554552,6.79411774906471,57.9882359513306,35.2176462996046,,,
1961,BGR,,,,,,,,,0.958155881300658,,,,,,
1961,BHR,,,,,,,,,4.06718717565394,,,,,,
1961,BHS,10.6670974062853,19793.2294428986,,,1.16060127946953,,,,4.93152739869518,,,,,,
1961,BIH,,,,,,,,,2.01092362045892,,,,,,
1961,BLR,,,,,,,,,0.889131362938781,,,,,,
1961,BLZ,4.89227701008051,1590.49534112485,,,1.76302704632303,,,,2.50242849833413,,,,,,
1961,BMU,4.67999996713304,40887.2553277031,,,0.939036548137139,,,,2.14467209295879,,,,,,
1961,BOL,2.08929594236781,1277.28494443194,,4.26929392446634,6.54817331154322,16.3998357963875,23.3374384236453,,2.04277785008297,,,,,,
1961,BRA,8.60000000000014,2743.38888857931,,30.5855399342513,34.6178049419981,6.42021675517618,6.47318002375161,,3.01712402135294,0.0,0.0,0.0,,,
1961,BRB,7.6965298006354,7873.04780157899,,,-0.947999269781036,,,,0.971904530224969,,,,,,
1961,BRN,,,,,,,,,4.61201690841858,,,,,,
1961,BTN,,,,,,,,,2.86722992641214,,,,,,
1961,BWA,6.34328369916236,409.502166469248,,-9.97478237572984,1.93394654573322,27.2163229897131,42.5255046714267,,2.25599473789155,12.2975254408832,41.9258950555596,45.9088338230854,,,
1961,CAF,4.95355379797229,593.189558332525,,11.9205007960182,4.63501852407487,26.4900657865883,35.7615888118942,,1.87580094287151,,,,,,
1961,CAN,3.16329168371286,15605.5232231718,22.3622980369595,20.6796275825735,2.44442707980437,17.5829190760648,18.2275459313842,,1.99918455690026,,,,,,
1961,CEB,,,,,,,,,0.909144379314171,,,,,,
1961,CHE,8.10867221090605,42297.9647391899,,,4.05828923728673,,,,1.97861505905873,,,,,,
1961,CHI,,,,,,,,,0.875157209711325,,,,,,
1961,CHL,5.24527188446069,3385.0276224585,15.3257538406926,11.0206677579032,6.56898159255763,11.4045200859842,15.5246810105114,,2.08103660573373,35.7962805924231,10.1022738477922,52.5568856370915,,,
1961,CHN,-27.2700000038885,175.023681458101,18.991256942303,19.4271302117991,15.2539937422295,3.00780998782764,2.81299085855717,,-1.01552778731319,31.9321593767751,35.7948551489085,32.2729854743163,,,
1961,CIV,9.93255515611813,1584.79700802047,,27.2285729554173,2.99006346469766,35.2925193938904,28.1035365256109,,3.64787473296497,13.8789745254135,46.4068348778733,39.7141905967132,,,
1961,CMR,1.18368081101198,932.280026939942,,,5.06444908786447,,,,1.54289373952713,,,,,,
1961,COD,-10.8513760836337,1091.02374380592,,,6.09947816091348,,,,2.57087377987403,,,,,,
1961,COG,8.35072672427799,1259.50432623652,,0.451806901800815,6.29395669501037,19.4595553734194,83.6612020870792,,2.58355677698672,18.0107513527578,20.4918008725547,61.4974477746875,,,
1961,COL,5.08921698439107,1998.42316206119,19.2458226225305,19.13423424608,8.22936825024104,12.9913516978403,13.8297971795799,,3.08524293939335,,,,,,
1961,COM,,,,,,,,,1.75536782155881,,,,,,
1961,CPV,,,,,,,,,2.38207875396116,,,,,,
1961,CRI,1.8792765563641,3542.67400372626,17.2157129515587,14.6827090847997,0.51621359451255,20.8616343142921,25.0571749086736,,3.72806548070635,20.3666356274042,25.8662417279319,53.7670987481756,,,
1961,CSS,7.38699393186913,4645.97914775382,,,2.13265754044683,,,,2.2008223391434,,16.562553755863,,,,
1961,CUB,,,,,,,,,2.03814210409559,,,,,,
1961,CUW,,,,,,,,,1.03527111034878,,,,,,
1961,CYM,,,,,,,,,2.03189796273999,,,,,,
1961,CYP,,,,,,,,,1.52692805249667,,,,,,
1961,CZE,,,,,,,,,-0.160042500915763,,,,,,
1961,DEU,4.29843956416367,13041.1594696312,,,5.06399483595219,,,,0.769854344284138,,,,,,
1961,DJI,,,,,,,,,3.8382492011536,,,,,,
1961,DMA,,,,,,,,,1.39991080391268,,,,,,
1961,DNK,6.37883247557384,18508.6964443178,,,4.30662538245001,,,,0.698142052204406,,,,,,
1961,DOM,-2.31324874995225,1312.12596167756,8.40849765830984,12.8727066587046,-0.417940393839757,23.2533180696169,16.3430618122422,,3.15906447757547,,,86.9132741436251,,,
1961,DZA,-13.6054413245993,2027.27351526457,,27.9353500355389,3.47172028312757,46.2445568889055,67.5037710393941,,1.76948075825483,,,,,,
1961,EAP,-13.3282852326933,280.049092552389,15.8949271461177,19.5457419299873,,5.45540081835032,6.00676849811909,,-0.0476531618067781,36.4533611277761,41.7355942022058,59.818611985577,,,
1961,EAR,4.78923515831704,1084.174095315,,17.6489712013178,2.18302615562614,,14.328217515298,,2.60782753758444,,,,,,
1961,EAS,3.83722221884879,1186.0458978998,33.0154597766731,8.1400368054324,,11.7545176616374,12.5116546149247,,0.183291764718405,62.9703542297091,29.3247177412708,,,,
1961,ECA,,,,,,,,,2.17953976420748,,,,,,
1961,ECS,5.17878245868309,7538.61644382309,,,,,,,1.14722650627921,,,,,,
1961,ECU,5.12441487887448,2444.25902868187,12.1729024742483,24.4684514481993,-11.3204429779194,8.95749299716022,10.151665397671,,2.82284107418411,21.6682342490954,34.0353982997317,41.1327053605548,,,
1961,EGY,5.16111414342448,773.359952691562,14.183490927677,13.972655251725,1.60997143777944,17.6463071811909,19.7418860209558,,2.58529225783425,22.05468949655,27.1530794786609,40.9404548939433,,,
1961,EMU,5.71592492045609,10421.286985816,,,2.65304048912687,,,,0.860259063730666,,,,,,
1961,ERI,,,,,,,,,2.34000474270375,,,,,,
1961,ESP,11.8386741948325,6963.89799129173,,,2.46638975371533,,,,0.92901553460921,,,,,,
1961,EST,,,,,,,,,1.11138977039487,,,,,,
1961,ETH,,240.267722018068,,,,,,,2.44640117846121,,,,,,
1961,EUU,5.72567473415064,9006.12595745507,,,2.78215888207663,,,,0.830851042681729,,,,,,
1961,FCS,-0.178687888097599,1120.00716306894,,,,,,,2.16027341879507,,,,,,
1961,FIN,7.60467047924422,11917.5856645383,,,5.3417780221701,,,,0.705711483663754,,,,,,
1961,FJI,3.51758199167951,2143.81528441161,,,0.608978744452742,,,,3.04513534106385,,,,,,
